body,classification,timestamp,title
"PRAGUE (Reuters) - Deliveries of Volkswagen's (,) Skoda Auto dropped slightly in 2019 to 1.24 million vehicles, from 1.25 million in 2018, mainly due to weaker sales in China, the company said on Monday. ,Skoda said deliveries in China dropped by 17.3% while shipping to other markets were up 5.3% last year.  ,In December alone, deliveries in all markets rose 9.1% to 114,700 units, it added. ",Business News,1/13/2020 13:39,Volkswagen's Skoda Auto 2019 deliveries dip to 1.24 million cars due to weaker sales in China
"(Reuters) - Lululemon Athletica Inc (,) raised its quarterly sales and profit outlook on Monday, as the Canadian apparel maker's efforts to ramp up its online presence and broaden its range helped drive sales during the all-important holiday period. ,The company's shares, which nearly doubled in value last year, were up about 3% in premarket trading. ,The raised forecast comes after U.S. retailers, including Kohl's Corp (,), Macy's Inc (,) and J.C. Penney Co Inc (,), reported mixed holiday results amid intense competition from online sellers including Amazon.com Inc (,). ,On Monday, U.S. apparel retailers Abercrombie & Fitch Co (,) and American Eagle Outfitters (,) reaffirmed their holiday quarter sales.  ,""View these (Lululemon's) results as industry leading and reflect the strength of product innovation, technology initiatives, marketing efforts and management execution,"" MKM Partners analyst Roxanne Meyer said, raising the price target by $6 to $264. ,Lululemon, known for its $100 yoga pants, has also invested to expand its loyalty program, improve its in-store shopping experience and develop new menswear products.  ,Meyer added that the higher fourth-quarter forecast implies that Lululemon had attracted new customers in the holiday season and reflects e-commerce sales growth in the low-30% range.      ,December data from Mastercard showed U.S. e-commerce sales in the period from Nov. 1 through Christmas Eve jumped 18.8%, while overall holiday retail sales, excluding autos, rose just 3.4%.  ,Lululemon now expects profit per share for the quarter ending Feb. 2 to be between $2.22 and $2.25, up from its prior range of $2.10 to $2.13. ,The company also raised its net revenue forecast to between $1.37 billion and $1.38 billion, compared with its previous estimate of $1.32 billion to $1.33 billion. ,Analysts on average were expecting a profit of $2.16 per share and revenue of $1.35 billion, according to IBES data from Refinitiv. ",Business News,1/13/2020 11:19,"Lululemon raises profit, sales forecast on upbeat holiday demand"
"(Reuters) - A senior JPMorgan Chase & Co (,) credit trader, Edward Koo, was placed on leave as the bank reviews whether he broke its policies by using WhatsApp group chats with colleagues, Bloomberg reported on Monday. ,The discussions included market chatter and the probe hasn't indicated any improper activity so far, according to the report, which cited people with knowledge of the matter. ,The bank hasn't ruled out taking action against other members of the group, Bloomberg reported. ,A spokesman for JPMorgan declined to comment. ",Business News,1/13/2020 14:44,JPMorgan puts senior credit trader on leave over WhatsApp use: Bloomberg
"PARIS/TOKYO (Reuters) - Renault shares hit six-year lows on Monday as investors worried the French automaker's 20-year cost-sharing alliance with Nissan is headed for a break-up without Carlos Ghosn to hold it together. ,Long-standing tensions in the Franco-Japanese partnership  have been heightened since Ghosn's arrest in Tokyo in November 2018 on allegations of financial misconduct, which he denies. ,Following a dramatic flight from Japanese justice late last month, Ghosn called the alliance a ""masquerade"" during a press briefing last week. ,A Financial Times report on Monday that Nissan executives are making contingency plans for a split with Renault appeared to accelerate a sell-off in the French manufacturer's shares. ,At 1528 GMT, Renault shares were down 3.2%, the biggest faller on Paris' CAC 40 index. The shares have lost more than a third of their value since Ghosn's arrest and his subsequent ouster as head of the alliance. ,Ghosn's attacks and the loss of confidence among investors have caught Renault and Nissan management in the middle of transitions to new chief executives.  ,The companies are trying to forge solutions to problems with their long-standing partnership, and launch new joint industrial projects, people familiar with the situation said. So far, those efforts haven't produced visible results. ,Alliance relations were further strained last year by Renault's failed attempt to merge with Fiat Chrysler. But the roots of the tensions go back years. ,A major sticking point since 2015 has been the equal division of costs for R&D into new technology and products, two sources close to Nissan said. ,That strategy ""did not compensate Nissan's work properly: Nissan's engineering output was 40% better, meaning Nissan engineers on average produced 40% more than their Renault counterparts in a given amount of time spent on a job,"" said one of the sources. ,""When measured more strictly, Nissan's output in some cases was double Renault's,"" he said. ,Nissan has asked for an analysis of the workloads and productivity of Renault and Nissan staffs, one person familiar with the situation said. ,The companies hope changes at the top could mark a reset for the partnership, but people familiar with the situation said divisions within Nissan's senior management are complicating efforts to fix the alliance and launch new projects.  ,Renault is in the process of choosing a new CEO after ousting Thierry Bollore in October and late last year Nissan picked Makoto Uchida, known for having close ties with Renault, as CEO. ,Some developments set in motion during the Ghosn era are due to come to fruition in 2020 - Nissan's crossover electric car, based on its Ariya concept model, will be the first to launch on the two firms' new joint electric platform, and in 2021 a Renault equivalent should also take shape. ,Jean-Dominique Senard, who joined Renault from tyre maker Michelin as chairman in early 2019 after Ghosn's arrest, has vowed to get the alliance working by this year, although the firms have yet to present new common initiatives. ,""The problem is today, there's nothing concrete as we look ahead, no goals,"" a former senior employee at Renault said.     ,(Graphic: Renault and Nissan shares click, ,) ",Business News,1/13/2020 10:37,Renault shares fall on worries Nissan alliance doomed without Ghosn
"NEW DELHI (Reuters) - India ordered an investigation of Amazon.com Inc and Walmart's Flipkart on Monday over alleged violations of competition law in the latest setback for U.S. e-commerce giants operating in the country. ,The Competition Commission of India (CCI) said it was ordering a wider probe following a review of allegations that Amazon and Flipkart were promoting some ""preferred sellers"" and in turn hurting business for other, smaller sellers. ,Flipkart is ""fully compliant"" with all laws and is currently reviewing the CCI order, Senior Vice President Rajneesh Kumar said. ,Amazon said: ""We welcome the opportunity to address allegations made about Amazon; we are confident in our compliance, and will cooperate fully with the CCI."" ,Amazon boss Jeff Bezos is expected to visit India for potential meetings with government officials this week. ,The complaint against the two companies was filed by Delhi Vyapar Mahasangh, a group representing small- and medium-sized businesses. They alleged that several of Amazon and Flipkart's preferred sellers were affiliated with, or controlled by, the companies themselves, either directly or indirectly. ,In its 11-page order, the CCI noted four alleged anti-competitive practices: exclusive launch of mobile phones by the e-commerce firms, promoting preferred sellers on their websites, deep discounting practices and prioritising some seller listings over others. ,""Exclusive launch (of mobile phones) coupled with preferential treatment to a few sellers and the discounting practices create an ecosystem that may lead to an appreciable adverse effect on competition,"" the order said. ,The CCI said its investigation unit should complete the probe within 60 days, but typically such cases have taken far longer. ,Walmart in 2018 invested $16 billion to buy a majority stake in India's Flipkart, its biggest ever deal.  ,The CCI probe will be the latest setback for the U.S. companies that were last year hit with more stringent foreign investment rules.  ,Some of the allegations reviewed by the CCI have been long levelled against both companies. ,Indian brick-and-mortar traders allege Amazon and Flipkart violate the country's foreign investment rules and burn billions of dollars to offer steep discounts that hurt smaller traders.  The two companies say they are in compliance with all rules. ,In a recent study, the CCI said India's was the fastest growing e-commerce market with revenue this year expected to reach $120 billion, triple its size in 2017. ,""The e-commerce sector is plagued with several issues, any adverse action by the CCI could scuttle the growth of the sector,"" said Ram Kumar Poornachandran, competition law lead at law firm TT&A. ",Technology News,1/13/2020 13:12,"India orders antitrust probe of Amazon, Walmart's Flipkart"
"(Reuters) - The Trump administration has made it harder for employees of fast-food restaurants or other big franchises to sue corporations when individual franchise owners violate wage laws, a step that was a top priority for business groups. ,The U.S. Department of Labor on Sunday issued a rule that will make it more difficult to prove companies are liable for wage law violations of their contractors or franchisees. The rule takes effect in March, and should help franchisors who have been sued by workers in recent years for wage-law violations by franchisees. ,McDonald's Corp has faced a series of high-profile lawsuits claiming it is a so-called ""joint employer"" of franchise workers. The company won a major victory in October when a federal appeals court in San Francisco said McDonald's was not liable for alleged wage-law violations by a franchise owner.  ,In 2017, the department repudiated legal guidance from the  Obama administration that had expanded circumstances in which a company could be considered a so-called joint employer under the federal Fair Labor Standards Act (FLSA). ,Labor Secretary Eugene Scalia in a statement said the rule furthers President Donald Trump's effort to address regulations that hinder economic growth.  ,""By giving greater clarity to businesses who want to work together, we promote an entrepreneurial culture that has driven American prosperity for decades,"" Scalia said. ,Unions and worker advocacy groups had opposed the rule after the Labor Department proposed it last April. The union-backed National Employment Law Project said on Monday that the rule would allow companies to avoid liability even when they have some control over working conditions, and would prevent many workers from recouping pay they are owed under the FLSA.  ,The rule returns to an earlier four-part test under which companies are considered joint employers only if they hire, fire, and supervise employees, set pay, and maintain employment records. That would likely exclude many franchisors and companies that hire contract labor. ,The Obama administration's guidance included several other factors, such as the nature of the work being performed and whether workers were integral to a company's business. The business community complained that approach threatened the franchise business model and would lead to a spike in lawsuits. ,Robert Cresanti, president of the International Franchise Association, a trade group, said in a statement the Obama-era guidance was ""one of the nation's most harmful economic regulations"" and had nearly doubled the number of lawsuits filed against franchise businesses.  ,The Obama-era regulation was not legally binding, unlike the rule released on Sunday. That could make it more difficult for future administrations to undo, but also could open it up to legal challenges. ,The National Labor Relations Board is moving to roll back a separate Obama-era standard for determining joint employment under federal labor law, which governs union organizing and workers' rights to advocate for better working conditions. ",Business News,1/13/2020 15:30,U.S. makes it harder to sue corporations over franchise wage law violations
"SHANGHAI (Reuters) - Ford Motor Co's (,) China vehicle sales fell for a third consecutive year, by 26.1%, as it battles a prolonged overall sales decline in its second-biggest market that has hit demand for its mass-market Ford brand and sports utility vehicles. ,The U.S. automaker delivered 146,473 vehicles in China in the fourth quarter, down 14.7% year-on-year, Ford said in a statement. In total, it sold 567,854 vehicles over 2019. ,Ford has been trying to revive sales in China after its business began slumping in late 2017. Sales sank 37% in 2018, after a 6% decline in 2017. ,Anning Chen, president and chief executive of Ford Greater China, said that while 2019 was a ""challenging"" year for the automaker, it saw its market share in the high-to-premium segment stabilize and its sales decline in the value segment start to narrow in the second-half of the year. ,""The pressure from the external environment and downward trend of the industry volume will continue in 2020, and we will put more efforts into strengthening our product lineup with more customer-centric products and customer experiences to mitigate the external pressure and improve dealers' profitability."" ,The automaker plans to launch more than 30 new models in China over the next three years of which over a third will be electric vehicles. It has also said it would localize management teams by hiring more Chinese staff and aimed to improve relationships with joint venture partners. ,Models launched in the fourth quarter include a new Ford Escape version - for which the automaker said orders received so far have been much higher than expected - and the Lincoln Corsair, the first localized Lincoln model in China.  ,Bill Russo, head of Shanghai consultancy Automobility Ltd, said Ford was dealing with a ""perfect storm"" of trends which were not favorable to multinational mass market brands, and while the automaker was addressing the need to update its showrooms with new and refreshed models, this was taking time. ,""They managed to stop the bleeding and increase average selling price,"" he said of their 2019 sales figures. ""Good sign, but they need to do more to localize their business model to address the growth in non-hardware related mobility and digital services if they are to recapture growth."" ,In China, Ford makes cars through a joint venture with Chongqing Changan Automobile Co Ltd (,) and Jiangling Motors Corp Ltd (JMC) (,). It has also said it would partner Zotye Automobile Co Ltd (,) to sell lower priced cars. ,Its larger U.S. rival General Motors Co (,) last week said its sales in China fell 15% from a year earlier to 3.09 million vehicles in 2019, its second year of decline. ,China's auto market is set to contract by 2% in 2020 for the third year of decline, the China Association of Automobile Manufacturers (CAAM) forecast, due to a weaker economy and trade dispute with the United States. ,Over 28 million vehicles were sold in 2018, down 3% from the prior year, while 2019 sales are likely to have declined 8% from the prior year, CAAM said. ",Business News,1/13/2020 1:51,Ford's China vehicle sales drop 26% in third straight year of decline
" (This corrects temperature conversion in seventh paragraph in the story dated January 10.) ,AUSTIN, Texas (Reuters) - Apple Inc APPL.O is trying to change the way electronics are recycled with a robot that disassembles its iPhone so that minerals can be recovered and reused, while acknowledging rising global demand for electronics means new mines will still be needed.    The Cupertino, California-based company says the robot is part of its plan to become a ""closed-loop"" manufacturer that does not rely on the mining industry, an aggressive goal that some industry analysts have said is impossible. ,Many mining executives note that with the rising popularity of electric vehicles, newly mined minerals will be needed on an even larger scale, a reality that Apple acknowledges. ,""We're not necessarily competing with the folks who mine,"" said Lisa Jackson, the company's head of environment, policy and social. ""There's nothing for miners to fear in this development.""  ,Inside a nondescript warehouse on the outskirts of Austin, Texas, Apple's Daisy robot breaks apart iPhones so that 14 minerals, including lithium, can be extracted and recycled.  ,Apple is already using recycled tin, cobalt and rare earths in some of its products, with plans to add to that list. The company last month bought the first commercial batch of carbon-free aluminum from a joint venture between Rio Tinto (,) and Alcoa (,). ,Daisy, less than 20 yards in length, uses a four-step process to remove an iPhone battery with a blast of -80 degree Celsius (-112°F) air, and then pop out screws and modules, including the haptic module that makes a phone vibrate.   ,The components are then sent off to recyclers for the minerals to be extracted and refined. Daisy can tear apart 200 iPhones per hour. Apple chose the iPhone to be the first of its products that Daisy would disassemble because of its mass popularity, said Jackson. ,Apple is considering sharing the Daisy technology with others, including electric automakers. Daisy does have its skeptics, including some in the tech world who want the company to focus more on building products that can be repaired, not just recycled. ,""There's this ego that believes they can get all their minerals back, and it's not possible,"" said Kyle Wiens, chief executive of iFixit, a firm advocating for electronics repair, rather than replacement. ,That may partially explain why the mining industry isn't worried.     ,""Apple is in an enviable position, because they can do this,"" said Tom Butler, president of the International Council on Mining and Metals, an industry trade group. ""Not everyone else will be able to follow suit."" ",Technology News,1/10/2020 18:42,Apple pushes recycling of iPhone with 'Daisy' robot
"(Reuters) - Charles Scharf will make his public debut as Wells Fargo & Co's (,) chief executive during the bank's quarterly earnings call on Tuesday, and those who have worked with him in the past say he is likely to strike a much different chord than his predecessors. ,For years, Wells CEOs spoke with Midwestern lilts and have sprinkled their public events with folksy anecdotes. John Stumpf, who ran the San Francisco-based bank from 2007 to 2016, spoke publicly about being raised on a Minnesota farm with 10 siblings, and once recounted his own experience being upside down on a mortgage during the foreclosure crisis in 2010. Tim Sloan, who took over the reins as the bank's fake accounts scandal unraveled, once brought his family, including grandchildren, on stage at a shareholder meeting in Iowa.  ,But Scharf is not known for such pleasantries, several analysts who have worked with him said. ,He tended to give short, blunt answers when he was CEO of Visa Inc (,) and Bank of New York Mellon Corp (,), or when he was a senior executive at JPMorgan Chase & Co (,), they said, noting that he is not shy about showing annoyance if he does not appreciate a question or comment. ,""He's not polite necessarily,"" said MoffettNathanson analyst Lisa Ellis, who covers Visa. ,""His bedside manner needs improvement,"" said RBC Capital Markets analyst Gerard Cassidy, who interacted with Scharf at BNY Mellon. ,""He has a straight-between-the-eyes kind of delivery,"" said Argus Research analyst Stephen Biggar, who has followed Scharf at each of his companies so far. ,A Reuters review of a dozen transcripts for conference calls Scharf led in previous jobs offered a glimpse of his tendencies. He started sentences with phrases like, ""As I've said many times,"" or ""As I know you already know,"" when he seemed to think questions were repetitive. He frequently directed analysts to do their own math, rather than offering guidance. ,Wells Fargo declined to comment for this story. ,Analysts who cover Wells Fargo said they will appreciate directness in a CEO, after years of feeling whipsawed by a sales scandal whose breadth and consequences have taken unexpected turns. Prior management teams initially downplayed the extent of the problems, and how they might affect profits, regulatory relationships and Wells Fargo's reputation with customers. (,) ,Although associates say Scharf can be blunt at times, they also view him as knowledgeable, honest and experienced. Some compared him to his one-time mentor, JPMorgan CEO Jamie Dimon, who is known to speak his mind. (,) ,""There's a bit of Jamie Dimon in him I would have to say,"" Biggar said.  ,Scharf may be the first Wells Fargo CEO with more credentials on Wall Street than Main Street. In hiring him, the bank's board agreed to let the native New Yorker keep his main work location in Manhattan, though Wells Fargo is based in San Francisco, with big hubs in Minneapolis and Charlotte, North Carolina.  ,Analysts do not expect Scharf to give off the same vibe as his predecessors — though they said he may make an extra effort to be courteous, given the amount of attention Wells Fargo receives. In his first internal town hall as Wells Fargo CEO, Scharf painted himself as a family man.  ,""I don't expect too much oomph,"" said Vining Sparks analyst Marty Mosby. ""I think its going to be very collegial."" ",Business News,1/13/2020 18:34,New Wells Fargo CEO brings Wall Street swagger to storied bank
"COPENHAGEN (Reuters) - Maersk (,), the world's biggest shipping company, plans to focus on premium services such as cold storage and digital solutions to avoid competing with its own freight-forwarding clients as it expands in the land transportation business. ,Since announcing a new strategy in 2016, which included selling its oil and gas business, Maersk has focused less on market share and more on profitability and cost-cutting in its container and logistics business. ,It now hopes to see its terminal and inland logistics operations, the non-Ocean business, make up a bigger part of its future earnings. In 2018, the ocean transport business accounted for almost 80% of core earnings. ,While Maersk moves around one in five containers shipped at sea, it handles land transportation from ports to warehouses and distribution centers for less than a quarter of its customers. ,Speaking to reporters on Monday, chief executive of APM Terminals and member of Maersk's executive board, Morten Engelstoft, said Maersk had room to ""catch up"" with rival shippers in its land transportation business.  ,""Compared to the other shipping lines, our share of the inland business is lower percentage-wise,"" Engelstoft said. ,Rather than investing in freight trucks and threatening the core business of large freight forwarding companies - many of whom are Maersk's own customers -  Engelstoft pointed to so-called 'cold chains' as a more attractive investment.    ,Transporting goods in a 'cold chain' means keeping perishable goods, like fruits or meat, refrigerated throughout the entire journey in order to keep goods fresh for longer.  ,Engelstoft mentioned that Costa Rica, a major exporter of pineapples and bananas, could benefit from a cold chain between its banana plantations and Maersk's recently inaugurated container terminal on its Caribbean coast. ,Maersk is keen to avoid eating into its customers' land transportation businesses as it develops more end-to-end customized solutions. It risks taking business from some of the world's biggest freight-forwarders like DHL Logistics, Kuehne & Nagel (,), DSV Panalpina (,) and DB Schenker.  ,""Of course, Maersk needs to keep an eye on the fact, that a large part of our business is for freight forwarders,"" Engelstoft said.  ,""The primary focus in the new Maersk is not the traditional freight forwarding business. We are much more interested in things like cold stores, data and digital solutions,"" he added. ",Business News,1/13/2020 18:43,Maersk bets on cold storage to boost land transportation business
"(Reuters) - When Citigroup Inc (,) combined businesses that cater to big companies in 2018, management wanted dealmakers, traders and traditional corporate bankers to combine forces and propel Citi toward the top of Wall Street market-share rankings. ,The third-largest U.S. bank has made some progress. Its overall market share across advisory, syndicate lending and equity and debt origination edged up to 5.1%, from 4.9% in 2018. But Citi's rankings in those business lines were unchanged in 2019, according to Dealogic data. ,In December, bankers from Citigroup's capital markets, investment banking and corporate lending teams gathered for their first full-year review meetings since the groups were combined. The tone in the meetings was positive, executives said, but after a year of stagnant rankings the unit still has a lot of work to do.   ,Citigroup has struggled to gain traction since it has yet to snatch away meaningful market share from powerful incumbents like JPMorgan Chase & Co (,), Goldman Sachs Group Inc (,), and Morgan Stanley (,).  ,And, as it moves along with its strategy in 2020, the outlook is not great, industry insiders and analysts said. ,Trade wars, recession fears and international events — ranging from Brexit to Hong Kong protests to political chaos in Venezuela to the United States killing an Iranian leader this month — have unpredictable outcomes that affect prices of goods and services in local markets, as well as global companies' ability to acquire or transact between them. ,The geopolitical uncertainty is also keeping some corporate clients, who would otherwise be looking for deals or other financing, on the sidelines, executives have said. ,However, Citi's expertise as a deeply international bank that helps companies grow and do business across borders, may not position them well for the current business trends, said Marty Mosby analyst at stock broker-dealer Vining Sparks. ,""The world that was becoming more and more integrated is becoming less integrated and becoming a little bit more isolated,"" he said. ""And that's not to Citigroup's advantage."" ,The values of global dealmaking and initial public offerings industry wide are each expected to drop more than 20% this year according to estimates by law firm Baker McKenzie.  ,""The investment banking business has never been more demanding,"" said Tyler Dickson, the New York-based co-head of Citi's Banking Capital Markets and Advisory group.  ,Citigroup has prided itself on being the most global of the big banks for decades, but after the 2007-2009 financial crisis, it pulled back from many regions and businesses. Even so, the bank still operates in 98 countries, partly to ensure that multinational clients have access to markets in which they operate. ,Citigroup executives say they can win business from big corporations, even if the overall industry revenue pie shrinks. ,Last year, the bank was able to grow the transaction value of the deals it advised by 11% despite the wallet being down 2% for the industry, according to Refinitiv data. Citigroup can still capture market share even with bleak 2020 outlook, Dickson said. ,Dickson is co-head alongside Manolo Falco, who is based in London. On the first anniversary of their professional marriage, the two sent balloons and a cake, respectively, to the other's office to celebrate a job well done.  ,The bank is focused on getting more business from existing corporate customers and adding new companies that fit into a certain rubric, executives told Reuters. ,That includes technology and healthcare companies, as well as small-but-promising startups that might grow fast. ,But the bank is not looking to gain share among smaller mid-sized companies that competitors including JPMorgan Chase, Bank of America or Goldman Sachs are targeting. ,""Between the two growth paths, I like that path better,"" said Cary Kochman, Citi's co-head global head of M&A. ",Business News,1/13/2020 16:38,Citi's corporate banking arm aims to pick up steam as market cools down
"WASHINGTON (Reuters) - The U.S. government recorded a $13.3 billion budget deficit in December, the Treasury Department said on Monday. ,That compared to a budget deficit of $13.5 billion in the same month the year earlier, according to the Treasury's monthly budget statement. ,Analysts polled by Reuters had forecast a $15 billion deficit for the month. ,Unadjusted receipts last month totaled $336 billion, up 7% from December 2018, while unadjusted outlays were $349 billion, also a rise of 7% from the same month a year earlier. ,When adjusted for calendar effects, the deficit for December was $40 billion compared with an adjusted deficit of $35 billion in December 2018. ",Business News,1/13/2020 19:07,U.S. government posts $13.3 billion deficit in December
"HOUSTON (Reuters) - Oil prices fell about 1% on Monday as Middle East tensions eased and investors turned their focus to lackluster seasonal demand following last week's bearish U.S. report showing a large fuel stockbuilds. ,Brent crude LCOc1 settled down 78 cents at $64.20 per barrel. West Texas Intermediate (WTI) crude CLc1 settled at $58.08 a barrel, down 96 cents.  ,Thin U.S. refinery margins for petroleum products have sapped crude prices, particularly as winter demand for heating oil has disappointed suppliers and gasoline margins have weakened, analysts said.  ,""It's hard for crude oil to go higher if refiners continue to lose money or at best break even on gasoline,"" said Tom Kloza, global head of energy analysis at the Oil Price Information Service (OPIS).  ,U.S. gasoline stocks rose by the most in one week in four years, surging by 9.1 million barrels in the week to Jan. 3,  the U.S. Energy Information Administration reported last week. Total motor gasoline inventories were about 5% above the five-year average for this time of year, it said.  ,Distillate stockpiles, which include diesel and heating oil, rose by 5.3 million barrels in the week, versus expectations for a 3.9 million-barrel rise, the data showed. ,On Monday, the U.S. heating oil crack spread HOc1-CLc1, a measure of the profit margin for refining crude into diesel or heating oil, fell to $21.56, the weakest in almost five months.  ,""Heating oil has been the worst performer in the middle of winter, when it's supposed to be the best. The heating oil crack is just getting killed,"" said Robert Yawger, director of energy futures at Mizuho in New York, adding lackluster demand for the product has weighed on crude prices.  ,U.S. crude inventories were expected to have fallen last week, while gasoline stocks were set to gain for the tenth straight week, a preliminary Reuters poll showed on Monday. ,Four analysts polled by Reuters estimated, on average, that crude stocks declined by about 800,000 barrels in the week to Jan. 10. Gasoline stocks likely rose by 4 million barrels, according to the estimates.  ,Oil prices surged to their highest in almost four months after a U.S. drone strike killed an Iranian commander on Jan. 3 and Iran retaliated with missiles launched against U.S. bases in Iraq. But they have slumped again as Washington and Tehran retreated from the brink of direct conflict last week.  ,Global benchmark Brent touched $71.75 per barrel last week before ending on Friday below $65.  ,With tensions between the United States and Iran cooling, investors have had time to focus on fundamental demand issues, said John Kilduff, partner at Again Capital LLC in New York. ,""The market continues to get a sense of relative oversupply, and this winter has been a bust in the Northern Hemisphere. There's been an abject lack of heating oil demand,"" Kilduff said. ,A U.S.-China trade deal is due to be signed in Washington on Wednesday. The Trump administration has invited at least 200 people to a ceremony for the signing, but the two nations have not yet finalised details of what will be signed, White House officials said on Friday.  ,""We suspect that agreement is already largely discounted in the price level, and is unlikely to provide a strong boost to oil prices,"" global oil strategist at BNP Paribas in London Harry Tchilinguirian told the Reuters Global Oil Forum. ",Business News,1/13/2020 1:39,Oil falls 1% as focus shifts to high U.S. fuel stocks
"ATLANTA (Reuters) - There is a ""high bar"" to the U.S. Federal Reserve raising interest rates given the need to raise inflation and guard against any drop in inflation expectations, Atlanta Fed president Raphael Bostic said on Monday. ,""We worry about that. It is going to be a pretty high bar for us to make policy more contractionary,"" Bostic said. ""We are going to let the economy run and run hot enough to let inflation move."" ",Business News,1/13/2020 18:37,Fed's Bostic: 'High bar' to any rate hike given need to raise inflation
"(Reuters) - U.S. Federal Reserve officials may be in broad agreement that interest rates are unlikely to change soon, but they differed Monday on how concerned they are about developing financial risks in assessing when a rate hike might be appropriate. ,Atlanta Federal Reserve bank president Raphael Bostic said that for him there is a ""high bar"" for any rate increase until inflation moves convincingly to the Fed's 2% target, and that evidence of excessive borrowing or financial instability in the economy would have to be ""systemic"" for him to think otherwise. ,""It is going to be a pretty high bar for us to make policy more contractionary,"" Bostic said in remarks to the Rotary Club of Atlanta. ""We are going to want to let the economy run and run hot enough to where inflation starts to move and gets us to a place where we are comfortable that level is not a threat to expectations."" ,Expectations among businesses and households that inflation will fall is considered a precursor to weak prices and slow growth of the sort that has beset Japan. ,After roughly eight years in which the pace of price increases has been below the central bank's 2% target, Fed officials say they take seriously the risk that they could lose public confidence. ,However Boston Federal Reserve bank President Eric Rosengren argued Monday that the central bank needs to stay on guard both to an inflation surprise and to the possibility that continued cheap borrowing costs could overinflate asset values, particularly in real estate, and set the stage for a collapse. ,Rosengren last year dissented against the Fed's three rate cuts. He noted Monday that even if inflation seems currently weak, the Fed has little experience analyzing the economy when unemployment and interest rates are both abnormally low. ,""Central bankers do not have much historical experience with extended periods where interest rates are running below the estimated equilibrium level while unemployment rates are, simultaneously, historically low,"" Rosengren said in a speech in Hartford, Connecticut. ""So we want to be alert to any potential risks emerging.""  ,Neither Rosengren nor Bostic have a vote on monetary policy this year. ,Deciding how to analyze financial risks and how much weight to put on them will be a key point of debate in coming months at the central bank. ,At a recent economics conference, former Fed Chair Janet Yellen called for the Fed to develop alternate tools to address financial stability concerns so that interest rate decisions could be based on the behavior of unemployment and inflation - the Fed's two congressionally mandated responsibilities. In the current environment that would likely mean leaving rates low in order to encourage businesses and households to spend, and thus support continued job growth. ,After cutting rates three times last year, Fed officials say they are indeed unlikely to raise or lower borrowing costs again unless there is a significant change in the direction of the economy. While that is the consensus view, there are those,  like Rosengren, who argue that higher rates might be appropriate to guard against a worse outcome down the road by preventing risky borrowing.  ,Bostic said he agrees that is a concern. But in conversation with bankers and investors in his district, he says any trouble spots still seem isolated.  ,""What I ask every day: Are you seeing concentrations of risk taking? Is there something going on I need to be worried about?"" he said. ""Almost all say it is, like, one neighborhood in one city but nothing that seems to be bleeding across."" ",Business News,1/13/2020 18:32,"Fed on hold, but will financial risks matter?"
"(Reuters) - Apple Inc on Monday said it rejects ""the characterization that Apple has not provided substantive assistance"" in the investigation into a shooting in Pensacola, Florida, last month. ,Apple's comments came after U.S. Attorney General William Barr called the fatal shooting of three Americans by a Saudi Air Force officer at a Florida naval base ""an act of terrorism"" and called on the technology company to help the Federal Bureau of Investigation unlock two iPhones involved in the case. ,In its statement, Apple said it responded to all queries from law enforcement officials and turned over all information that it had access to. The company said it received the first inquiry on Jan. 6 but was not notified of a second iPhone until Jan. 8. It also said its engineering teams ""recently had a call to provide additional technical assistance"" to the FBI. ",Technology News,1/14/2020 2:36,Apple rejects claims it did not provide assistance in Pensacola shooting probe
"(Reuters) - A Canadian court on Monday denied a media consortium's request to broadcast a portion of hearing seeking to extradite Huawei Technologies Chief Financial Officer Meng Wanzhou to the United States.  ,The consortium's application, which Meng and the Attorney General of Canada opposed, sought to record and broadcast the ""double criminality"" portion of the proceedings set for Jan. 20, according to the ruling issued by the Supreme Court of British Columbia. ,The consortium, consisting of 13 media organizations, says the ""double criminality"" portion of the proceedings will involve only a question of law, and that question will not directly engage Meng's fair trial rights since it does not pertain to her guilt or innocence.   ,A crucial test in Canadian extradition law is ""double criminality"", which means conduct must be illegal in Canada as well as in the country seeking extradition. ,One of the reasons Meng was against media's request was because she thought broadcasting of the hearings could compromise her fair trial rights in the extradition proceedings, and in a trial in the U.S. if she is extradited. ,The Attorney General backed Meng and said there were risks of distorting the public perception of the proceedings and of disturbing the serenity of the court process, and the cumulative effect of those factors on Meng's right to a fair trial in the U.S. ,Meng, 47, was arrested at the Vancouver International Airport on Dec. 1, 2018, at the request of the United States, where she is charged with bank fraud and accused of misleading the bank HSBC about Huawei's business in Iran. ",Technology News,1/14/2020 3:31,Canadian court denies media request to broadcast Huawei CFO hearing
"TOKYO (Reuters) - Nissan Motor (,) said on Tuesday it was ""in no way""  considering dissolving its alliance with France's Renault SA (,) and Mitsubishi Motors Corp (,) and that the alliance was the source of Nissan's competitiveness. ,""Through the alliance, to achieve sustainable and profitable growth, Nissan will look to continue delivering win-win results for all member companies,"" the Japanese automaker said in a statement. ",Business News,1/14/2020 5:06,Nissan says not considering dissolving alliance with Renault
